date,origin,destination,vessel_type,freight_rate,currency,unit,route_distance,bunker_price,tonnage
2021-06-27,Russia,Paradip,Supramax,57.78,USD,MT,9716.417971467108,446.86,104040.12
2021-06-27,Russia,Paradip,Supramax,55.69,USD,MT,6226.146229391666,451.63,110679.95
2021-06-27,US,Paradip,Panamax,43.94,USD,MT,7815.251692387549,595.31,110828.35
2021-06-28,Indonesia,Paradip,Capesize,29.34,USD,MT,8426.49664034758,754.84,111649.31
2021-06-28,Indonesia,Paradip,Panamax,45.35,USD,MT,7561.248465763254,566.29,87077.8
2021-06-28,Mozambique,Paradip,Capesize,32.48,USD,MT,7970.440088501256,479.7,115307.33
2021-06-28,Mozambique,Paradip,Panamax,38.46,USD,MT,4944.986232434521,724.57,137582.39
2021-06-28,US,Paradip,Supramax,48.68,USD,MT,9392.340107322616,610.52,106416.54
2021-06-29,Australia,Paradip,Capesize,34.38,USD,MT,6365.3697548991,520.85,50292.92
2021-06-29,Australia,Paradip,Panamax,38.76,USD,MT,8282.49927081892,487.3,78642.62
2021-06-29,Indonesia,Paradip,Panamax,42.19,USD,MT,3140.737062069501,714.79,51249.93
2021-06-29,Mozambique,Paradip,Capesize,31.48,USD,MT,4352.712053374785,651.91,92077.04
2021-06-29,US,Paradip,Panamax,36.01,USD,MT,7403.439200784098,512.41,80975.81
2021-06-30,Australia,Paradip,Supramax,48.78,USD,MT,7121.742129024189,685.92,123083.35
2021-06-30,Indonesia,Paradip,Supramax,43.39,USD,MT,3521.882205398724,468.14,92475.34
2021-06-30,Mozambique,Paradip,Supramax,51.93,USD,MT,4497.703590208984,618.48,105650.04
2021-06-30,Russia,Paradip,Panamax,41.35,USD,MT,9098.967680148362,722.0,105077.72
2021-06-30,US,Paradip,Supramax,46.32,USD,MT,3725.429687232543,620.43,98454.38
2021-07-01,Mozambique,Paradip,Capesize,25.79,USD,MT,7601.388157878929,763.06,117223.05
2021-07-01,Mozambique,Paradip,Supramax,44.33,USD,MT,3725.3307268592175,690.25,98903.62
2021-07-01,Mozambique,Paradip,Supramax,46.47,USD,MT,8634.482670640713,428.59,70607.79
2021-07-01,Russia,Paradip,Panamax,36.49,USD,MT,6757.9790559989,783.41,136039.34
2021-07-01,US,Paradip,Capesize,34.45,USD,MT,6377.651139026864,409.06,107616.18
2021-07-02,Australia,Paradip,Panamax,39.28,USD,MT,9073.88198089039,563.27,145677.95
2021-07-02,Australia,Paradip,Supramax,47.9,USD,MT,3718.929600917938,657.38,103228.74
2021-07-02,Indonesia,Paradip,Panamax,40.05,USD,MT,7876.410739813565,492.9,62012.12
2021-07-02,US,Paradip,Capesize,30.06,USD,MT,9933.940532057564,568.6,119929.22
2021-07-02,US,Paradip,Capesize,28.11,USD,MT,5689.997308157863,471.99,146890.47
2021-07-03,Mozambique,Paradip,Panamax,43.72,USD,MT,8149.169234785858,623.91,82150.03
2021-07-03,Mozambique,Paradip,Supramax,52.52,USD,MT,6611.34826058241,501.21,85229.5
2021-07-03,Mozambique,Paradip,Supramax,49.19,USD,MT,4625.6651698765445,661.41,141488.81
2021-07-03,Russia,Paradip,Supramax,46.51,USD,MT,4443.603191904243,656.1,144583.49
2021-07-03,US,Paradip,Supramax,50.24,USD,MT,6362.472909630924,523.32,82200.19
2021-07-04,Indonesia,Paradip,Panamax,41.97,USD,MT,4507.983472396034,530.55,104019.44
2021-07-04,Indonesia,Paradip,Panamax,40.58,USD,MT,8664.59316590448,774.85,125071.75
2021-07-04,Indonesia,Paradip,Panamax,40.74,USD,MT,4982.502485522185,519.04,125013.16
2021-07-04,US,Paradip,Supramax,49.54,USD,MT,7817.621147477397,705.2,132407.65
2021-07-04,US,Paradip,Supramax,48.45,USD,MT,5403.308476861705,550.55,132778.47
2021-07-05,Australia,Paradip,Panamax,35.68,USD,MT,6222.946662265103,687.55,108890.94
2021-07-05,Indonesia,Paradip,Capesize,30.69,USD,MT,3457.1429549563627,515.34,121412.28
2021-07-05,Indonesia,Paradip,Supramax,51.62,USD,MT,7236.47867207286,759.78,104290.43
2021-07-05,Russia,Paradip,Supramax,47.83,USD,MT,8335.003047980776,592.52,52437.2
2021-07-05,US,Paradip,Supramax,48.95,USD,MT,4632.463472385474,592.98,127499.43
2021-07-06,Australia,Paradip,Supramax,44.53,USD,MT,3656.4844169898615,592.56,104609.6
2021-07-06,Mozambique,Paradip,Panamax,42.47,USD,MT,6949.970347771714,655.84,96120.94
2021-07-06,Mozambique,Paradip,Panamax,40.12,USD,MT,6707.193000600119,413.45,94822.58
2021-07-06,Russia,Paradip,Capesize,27.31,USD,MT,9772.224162341789,484.84,102183.99
2021-07-06,Russia,Paradip,Panamax,37.96,USD,MT,8676.50786166328,741.24,64774.05
2021-07-07,Australia,Paradip,Panamax,36.95,USD,MT,8999.588635209053,704.53,120552.05
2021-07-07,Indonesia,Paradip,Panamax,40.59,USD,MT,8610.796993637196,410.09,109589.08
2021-07-07,Indonesia,Paradip,Supramax,48.49,USD,MT,7867.744444352174,622.55,120727.5
2021-07-07,Mozambique,Paradip,Supramax,50.42,USD,MT,4164.363911367575,470.12,121912.11
2021-07-07,Russia,Paradip,Supramax,52.66,USD,MT,9285.933029779728,730.34,98437.74
2021-07-08,Australia,Paradip,Panamax,39.97,USD,MT,5909.969675866245,534.13,61309.37
2021-07-08,Indonesia,Paradip,Supramax,46.83,USD,MT,5336.923238216314,402.27,104003.2
2021-07-08,Mozambique,Paradip,Capesize,23.59,USD,MT,8455.402493041303,617.67,76399.15
2021-07-08,Russia,Paradip,Capesize,29.04,USD,MT,7565.374748468055,636.0,105917.76
2021-07-08,US,Paradip,Panamax,37.4,USD,MT,3025.761713841358,601.68,72021.49
2021-07-09,Australia,Paradip,Panamax,45.69,USD,MT,5149.799851211453,471.92,78765.42
2021-07-09,Indonesia,Paradip,Panamax,36.92,USD,MT,8355.635598854637,664.74,97832.1
2021-07-09,Mozambique,Paradip,Capesize,24.68,USD,MT,7317.221885459463,769.06,63655.85
2021-07-09,Russia,Paradip,Capesize,30.54,USD,MT,8372.311021122636,511.45,76597.23
2021-07-09,Russia,Paradip,Panamax,37.39,USD,MT,6949.6697038060265,634.92,68466.64
2021-07-10,Australia,Paradip,Supramax,50.68,USD,MT,3574.753803363804,440.71,110271.97
2021-07-10,Indonesia,Paradip,Panamax,38.44,USD,MT,3363.9442671246525,719.21,71602.67
2021-07-10,Indonesia,Paradip,Supramax,45.97,USD,MT,9630.994644638104,442.56,141749.83
2021-07-10,Indonesia,Paradip,Supramax,51.8,USD,MT,8025.590281470131,410.55,74641.31
2021-07-10,Mozambique,Paradip,Panamax,35.92,USD,MT,5585.029041626241,757.91,64317.36
2021-07-11,Australia,Paradip,Capesize,26.38,USD,MT,4894.641159553313,429.47,64002.78
2021-07-11,Mozambique,Paradip,Panamax,35.65,USD,MT,8967.792545556002,593.8,57394.65
2021-07-11,US,Paradip,Capesize,32.11,USD,MT,3408.005728029766,519.92,62785.92
2021-07-11,US,Paradip,Capesize,27.33,USD,MT,6287.074069584573,711.14,68823.39
2021-07-11,US,Paradip,Panamax,38.1,USD,MT,6768.7658120009455,551.62,81435.52
2021-07-12,Mozambique,Paradip,Panamax,36.82,USD,MT,4502.466840001438,720.33,56963.43
2021-07-12,Mozambique,Paradip,Supramax,49.64,USD,MT,6505.842972062519,677.14,78103.13
2021-07-12,Russia,Paradip,Capesize,24.77,USD,MT,9198.096350884603,463.7,76090.54
2021-07-12,Russia,Paradip,Supramax,43.75,USD,MT,6425.443853863451,474.78,118795.4
2021-07-12,US,Paradip,Panamax,38.16,USD,MT,7150.018468173126,721.65,142310.42
2021-07-13,Australia,Paradip,Capesize,28.66,USD,MT,9180.97238948078,496.5,131229.56
2021-07-13,Australia,Paradip,Panamax,39.13,USD,MT,8213.872983886538,517.4,141471.89
2021-07-13,Australia,Paradip,Supramax,44.4,USD,MT,5856.304143599213,557.28,69401.77
2021-07-13,Indonesia,Paradip,Panamax,38.62,USD,MT,8308.404283693966,768.27,74724.26
2021-07-13,Russia,Paradip,Panamax,39.39,USD,MT,7297.0185479707325,535.89,109996.81
2021-07-14,Australia,Paradip,Supramax,51.07,USD,MT,6905.806722623189,724.68,112182.85
2021-07-14,Mozambique,Paradip,Capesize,29.57,USD,MT,7068.239135773735,469.14,141835.87
2021-07-14,Russia,Paradip,Capesize,29.34,USD,MT,4665.961148494225,669.79,66571.33
2021-07-14,Russia,Paradip,Supramax,47.07,USD,MT,5272.950215289244,731.82,140540.92
2021-07-14,US,Paradip,Panamax,37.09,USD,MT,3004.18439304631,401.29,118988.56
2021-07-15,Indonesia,Paradip,Supramax,55.89,USD,MT,5388.133256966124,520.78,89022.51
2021-07-15,Russia,Paradip,Capesize,28.32,USD,MT,7069.088404831188,661.52,103916.07
2021-07-15,Russia,Paradip,Capesize,27.63,USD,MT,3160.322233590401,544.19,119550.43
2021-07-15,Russia,Paradip,Supramax,54.82,USD,MT,4707.232343231808,511.1,149303.64
2021-07-15,Russia,Paradip,Supramax,44.5,USD,MT,7350.517701709832,773.55,141454.94
2021-07-16,Mozambique,Paradip,Panamax,39.58,USD,MT,8031.437607850965,483.78,103028.13
2021-07-16,Russia,Paradip,Panamax,37.96,USD,MT,4863.22947705731,662.71,89068.33
2021-07-16,Russia,Paradip,Panamax,38.93,USD,MT,9060.671332582686,444.15,139965.68
2021-07-16,US,Paradip,Capesize,26.19,USD,MT,8433.168607884925,547.56,71132.54
2021-07-16,US,Paradip,Panamax,36.83,USD,MT,6547.080142074952,455.28,145114.84
2021-07-17,Indonesia,Paradip,Panamax,34.74,USD,MT,7039.760139981065,572.66,146836.62
2021-07-17,Mozambique,Paradip,Panamax,38.52,USD,MT,6926.526338243368,506.71,97081.2
2021-07-17,Russia,Paradip,Panamax,40.49,USD,MT,5685.251457568147,653.06,80718.39
2021-07-17,Russia,Paradip,Panamax,40.13,USD,MT,8705.82282017199,784.95,71267.72
2021-07-17,US,Paradip,Supramax,46.75,USD,MT,9679.691587159028,466.35,66709.12
2021-07-18,Australia,Paradip,Capesize,34.28,USD,MT,9043.396744915866,582.66,93948.09
2021-07-18,Indonesia,Paradip,Capesize,26.41,USD,MT,5519.068297876983,575.46,131125.44
2021-07-18,Indonesia,Paradip,Supramax,46.22,USD,MT,8722.136257011425,553.77,103806.71
2021-07-18,Mozambique,Paradip,Panamax,36.37,USD,MT,4176.0601036471935,534.08,127119.18
2021-07-18,US,Paradip,Supramax,47.06,USD,MT,9042.368482850385,660.27,128855.72
2021-07-19,Australia,Paradip,Panamax,35.89,USD,MT,6885.55979606288,760.73,142379.51
2021-07-19,Australia,Paradip,Supramax,51.53,USD,MT,4538.079146975892,407.98,85136.1
2021-07-19,Indonesia,Paradip,Supramax,50.87,USD,MT,8813.607209923426,599.89,129623.3
2021-07-19,Mozambique,Paradip,Supramax,44.6,USD,MT,5535.4397283202525,521.58,144682.45
2021-07-19,Russia,Paradip,Capesize,32.44,USD,MT,5721.255420123831,651.16,133072.51
2021-07-20,Indonesia,Paradip,Supramax,44.85,USD,MT,9117.557556183076,627.79,146694.87
2021-07-20,Mozambique,Paradip,Supramax,45.91,USD,MT,6665.440680553131,556.19,56249.46
2021-07-20,Russia,Paradip,Supramax,45.4,USD,MT,7298.548905987439,558.97,142195.66
2021-07-20,US,Paradip,Supramax,53.07,USD,MT,6442.778949917938,707.86,61102.84
2021-07-20,US,Paradip,Supramax,47.28,USD,MT,6362.863698337946,707.65,87102.63
2021-07-21,Mozambique,Paradip,Capesize,28.66,USD,MT,8505.305347238645,557.72,121086.19
2021-07-21,Mozambique,Paradip,Panamax,35.79,USD,MT,7663.862800954114,633.48,72388.32
2021-07-21,Mozambique,Paradip,Panamax,38.41,USD,MT,3699.229910378858,633.1,141833.51
2021-07-21,Mozambique,Paradip,Panamax,38.27,USD,MT,8481.599969298593,533.59,74032.56
2021-07-21,US,Paradip,Supramax,44.86,USD,MT,4003.008942320173,400.62,69130.67
2021-07-22,Australia,Paradip,Capesize,30.56,USD,MT,3581.7092539730697,636.48,71263.23
2021-07-22,Australia,Paradip,Supramax,47.79,USD,MT,5814.225546703232,581.58,60613.64
2021-07-22,Australia,Paradip,Supramax,46.3,USD,MT,3009.40157173392,511.12,56375.77
2021-07-22,Mozambique,Paradip,Capesize,28.25,USD,MT,3593.7898338012665,402.89,125118.55
2021-07-22,Mozambique,Paradip,Supramax,49.61,USD,MT,6239.618411528876,680.27,64075.86
2021-07-23,Australia,Paradip,Capesize,26.23,USD,MT,6554.757696911152,748.12,135032.35
2021-07-23,Russia,Paradip,Capesize,29.01,USD,MT,4264.827091695603,673.3,133537.73
2021-07-23,Russia,Paradip,Panamax,36.18,USD,MT,8635.775431453181,401.02,143838.62
2021-07-23,Russia,Paradip,Supramax,47.85,USD,MT,5273.394726765504,403.35,134100.12
2021-07-23,Russia,Paradip,Supramax,46.44,USD,MT,9572.352476240998,523.09,62716.92
2021-07-24,Australia,Paradip,Panamax,40.79,USD,MT,9329.324992255357,632.65,73145.86
2021-07-24,Australia,Paradip,Supramax,43.58,USD,MT,8703.517668035958,793.4,109058.85
2021-07-24,Russia,Paradip,Supramax,48.11,USD,MT,8996.922881354216,705.53,50976.46
2021-07-24,US,Paradip,Capesize,29.9,USD,MT,9389.613614234891,524.27,62865.06
2021-07-24,US,Paradip,Panamax,37.3,USD,MT,8751.293920665188,740.2,125005.58
2021-07-25,Australia,Paradip,Panamax,37.6,USD,MT,8459.933950334947,607.16,139013.27
2021-07-25,Indonesia,Paradip,Supramax,40.44,USD,MT,9196.651241974276,751.86,119834.33
2021-07-25,Russia,Paradip,Panamax,30.86,USD,MT,7188.341521711895,525.7,77351.05
2021-07-25,Russia,Paradip,Supramax,44.82,USD,MT,5354.341782702679,532.62,116064.56
2021-07-25,US,Paradip,Supramax,41.77,USD,MT,4523.032044520189,526.7,75951.48
2021-07-26,Australia,Paradip,Capesize,29.2,USD,MT,4863.418257163812,784.64,139127.1
2021-07-26,Indonesia,Paradip,Capesize,21.04,USD,MT,6247.906897075862,485.39,75457.25
2021-07-26,Indonesia,Paradip,Supramax,44.45,USD,MT,9277.45990990004,625.81,105475.9
2021-07-26,Mozambique,Paradip,Capesize,25.12,USD,MT,3011.4522289342804,768.5,77952.01
2021-07-26,US,Paradip,Panamax,36.71,USD,MT,4531.739625760107,787.37,60126.36
2021-07-27,Australia,Paradip,Capesize,26.5,USD,MT,7781.634673237105,535.94,57694.13
2021-07-27,Indonesia,Paradip,Capesize,17.93,USD,MT,7616.845215322727,406.66,67693.69
2021-07-27,Indonesia,Paradip,Capesize,22.83,USD,MT,5902.463451452233,633.58,67701.24
2021-07-27,Russia,Paradip,Capesize,25.44,USD,MT,5847.438601751365,730.06,147001.47
2021-07-27,US,Paradip,Supramax,44.08,USD,MT,8635.280281490035,612.03,62274.42
2021-07-28,Australia,Paradip,Supramax,45.04,USD,MT,8058.272911093398,583.98,114357.11
2021-07-28,Australia,Paradip,Supramax,46.88,USD,MT,5894.134707288422,544.37,142066.44
2021-07-28,Australia,Paradip,Supramax,50.59,USD,MT,8163.055904188396,431.01,65636.07
2021-07-28,Indonesia,Paradip,Capesize,24.0,USD,MT,9733.29867583018,767.69,140275.73
2021-07-28,Indonesia,Paradip,Panamax,35.73,USD,MT,5637.912139824405,447.0,108892.03
2021-07-29,Indonesia,Paradip,Capesize,24.97,USD,MT,6204.685771771248,452.64,131051.26
2021-07-29,Indonesia,Paradip,Supramax,42.22,USD,MT,8564.782960796238,798.31,112213.95
2021-07-29,Mozambique,Paradip,Panamax,37.2,USD,MT,6700.440842131644,759.69,96990.59
2021-07-29,Mozambique,Paradip,Panamax,33.17,USD,MT,7130.187155987328,578.09,132870.98
2021-07-29,Russia,Paradip,Panamax,38.86,USD,MT,5019.877582967484,459.01,123295.99
2021-07-30,Australia,Paradip,Capesize,29.63,USD,MT,8040.228332303962,558.37,55455.36
2021-07-30,Australia,Paradip,Supramax,45.19,USD,MT,3523.6100965569767,417.4,79338.86
2021-07-30,Australia,Paradip,Supramax,46.56,USD,MT,7482.600174073465,469.29,140000.46
2021-07-30,Indonesia,Paradip,Capesize,26.26,USD,MT,8941.926682040386,703.96,138264.82
2021-07-30,US,Paradip,Capesize,27.15,USD,MT,3015.1116390315733,788.5,149784.2
2021-07-31,Australia,Paradip,Capesize,21.47,USD,MT,6308.816715183081,646.97,133351.86
2021-07-31,Indonesia,Paradip,Capesize,23.56,USD,MT,9714.401540065395,670.92,102422.84
2021-07-31,Mozambique,Paradip,Supramax,41.57,USD,MT,7908.397696347057,670.92,128016.78
2021-07-31,Russia,Paradip,Supramax,43.81,USD,MT,9752.690446724602,509.54,59280.38
2021-07-31,Russia,Paradip,Supramax,48.65,USD,MT,7269.623359480967,665.39,72732.43
2021-08-01,Mozambique,Paradip,Capesize,29.47,USD,MT,3450.090633851032,556.22,97936.13
2021-08-01,Mozambique,Paradip,Panamax,37.51,USD,MT,7254.116790107168,591.96,129810.34
2021-08-01,US,Paradip,Capesize,30.03,USD,MT,4984.159981519775,706.66,50195.66
2021-08-01,US,Paradip,Capesize,22.32,USD,MT,8802.869459470487,422.95,134753.07
2021-08-01,US,Paradip,Panamax,38.64,USD,MT,9096.080163706996,696.39,114097.04
2021-08-02,Australia,Paradip,Capesize,24.95,USD,MT,6800.727918122157,707.87,103488.72
2021-08-02,Australia,Paradip,Capesize,23.83,USD,MT,3033.6182323735457,484.57,70846.94
2021-08-02,Australia,Paradip,Panamax,41.76,USD,MT,6275.028456562275,736.66,127984.67
2021-08-02,Australia,Paradip,Panamax,39.44,USD,MT,7545.108789613503,599.93,146155.59
2021-08-02,Australia,Paradip,Supramax,49.09,USD,MT,5304.634188647882,484.07,102596.68
2021-08-03,Australia,Paradip,Capesize,24.23,USD,MT,4885.172915526437,630.09,77265.41
2021-08-03,Indonesia,Paradip,Capesize,22.09,USD,MT,7390.867697781714,519.97,89661.56
2021-08-03,Indonesia,Paradip,Panamax,35.25,USD,MT,8111.00325925481,485.1,105844.64
2021-08-03,Russia,Paradip,Capesize,27.44,USD,MT,7005.474994456232,601.08,124460.9
2021-08-03,US,Paradip,Supramax,45.16,USD,MT,7316.447581606341,599.74,52698.13
2021-08-04,Australia,Paradip,Panamax,29.74,USD,MT,5798.144005576534,521.42,136959.74
2021-08-04,Mozambique,Paradip,Capesize,22.64,USD,MT,9546.950801314004,440.24,134713.94
2021-08-04,Russia,Paradip,Capesize,20.12,USD,MT,5041.023203828378,795.24,107939.92
2021-08-04,Russia,Paradip,Capesize,22.18,USD,MT,4174.117143819354,462.07,94726.07
2021-08-04,US,Paradip,Supramax,44.76,USD,MT,8903.419799202184,574.57,69697.55
2021-08-05,Australia,Paradip,Capesize,23.5,USD,MT,8844.766703290436,414.95,130478.17
2021-08-05,Australia,Paradip,Panamax,31.22,USD,MT,5904.107535670693,602.42,113332.95
2021-08-05,Australia,Paradip,Panamax,32.99,USD,MT,6542.946631498033,570.2,62490.1
2021-08-05,Mozambique,Paradip,Panamax,32.64,USD,MT,6885.857607080763,450.98,146803.16
2021-08-05,Mozambique,Paradip,Supramax,44.75,USD,MT,5201.63824587301,635.88,104776.24
2021-08-06,Australia,Paradip,Supramax,42.74,USD,MT,5931.346967427342,431.55,69564.58
2021-08-06,Australia,Paradip,Supramax,47.96,USD,MT,6205.500821002373,485.01,79302.48
2021-08-06,Mozambique,Paradip,Capesize,30.01,USD,MT,7744.914698997611,754.51,95507.71
2021-08-06,Mozambique,Paradip,Supramax,40.63,USD,MT,5554.0346553607815,609.4,50888.85
2021-08-06,US,Paradip,Capesize,33.93,USD,MT,9904.708984836809,650.74,102912.04
2021-08-07,Australia,Paradip,Supramax,48.16,USD,MT,9607.388744221744,530.81,86865.65
2021-08-07,Indonesia,Paradip,Capesize,29.91,USD,MT,8729.029797664127,582.91,52455.02
2021-08-07,Indonesia,Paradip,Supramax,40.97,USD,MT,7629.094354000656,539.13,82689.46
2021-08-07,Mozambique,Paradip,Supramax,43.98,USD,MT,6375.451395658382,460.7,72730.63
2021-08-07,Mozambique,Paradip,Supramax,46.23,USD,MT,6509.669603549279,560.49,143898.06
2021-08-08,Australia,Paradip,Panamax,32.79,USD,MT,8390.819974438935,546.24,69641.63
2021-08-08,Australia,Paradip,Supramax,42.4,USD,MT,5500.479636738246,436.82,64763.58
2021-08-08,Indonesia,Paradip,Capesize,22.47,USD,MT,4032.557672228232,673.64,96688.92
2021-08-08,Mozambique,Paradip,Panamax,31.98,USD,MT,3513.249178067128,604.23,71000.06
2021-08-08,Mozambique,Paradip,Supramax,43.67,USD,MT,8777.615830551953,587.1,115848.79
2021-08-09,Australia,Paradip,Panamax,33.76,USD,MT,3010.990434448045,473.42,149531.1
2021-08-09,Indonesia,Paradip,Panamax,31.88,USD,MT,5894.218062868724,563.97,93508.43
2021-08-09,Russia,Paradip,Panamax,33.21,USD,MT,6936.978158835538,735.81,98282.39
2021-08-09,US,Paradip,Capesize,23.71,USD,MT,5985.932237945854,538.29,100276.08
2021-08-09,US,Paradip,Panamax,28.85,USD,MT,7407.989060543873,621.7,68441.78
2021-08-10,Australia,Paradip,Capesize,19.15,USD,MT,7101.918552461617,466.22,135488.73
2021-08-10,Mozambique,Paradip,Panamax,34.29,USD,MT,3958.500789219667,677.65,103002.44
2021-08-10,Russia,Paradip,Capesize,23.61,USD,MT,8672.943065215693,707.32,101670.24
2021-08-10,Russia,Paradip,Panamax,34.81,USD,MT,3916.657404254274,439.8,85848.83
2021-08-10,US,Paradip,Supramax,42.96,USD,MT,7647.873296520468,717.81,99098.15
2021-08-11,Australia,Paradip,Panamax,32.77,USD,MT,9522.564311369271,403.07,133938.67
2021-08-11,Australia,Paradip,Supramax,39.7,USD,MT,4077.128891504709,434.69,70777.41
2021-08-11,Indonesia,Paradip,Capesize,22.5,USD,MT,6757.995380850329,503.72,122623.05
2021-08-11,Mozambique,Paradip,Panamax,36.83,USD,MT,6968.00840506332,539.36,144428.64
2021-08-11,US,Paradip,Supramax,44.12,USD,MT,9311.567938331442,578.62,63010.12
2021-08-12,Indonesia,Paradip,Capesize,24.84,USD,MT,6832.077707237359,592.27,71646.48
2021-08-12,Indonesia,Paradip,Panamax,33.64,USD,MT,8432.697003171259,680.53,50595.62
2021-08-12,Mozambique,Paradip,Capesize,20.02,USD,MT,5183.5506105450695,470.93,72730.25
2021-08-12,Mozambique,Paradip,Panamax,32.57,USD,MT,8228.31369823273,774.54,91746.37
2021-08-12,Mozambique,Paradip,Supramax,41.38,USD,MT,3337.025596746112,584.59,69505.81
2021-08-13,Australia,Paradip,Panamax,27.7,USD,MT,3662.302647942428,540.31,62362.14
2021-08-13,Indonesia,Paradip,Capesize,17.53,USD,MT,4405.611522956105,683.88,81779.82
2021-08-13,Mozambique,Paradip,Supramax,37.02,USD,MT,5935.678309219097,400.28,62139.89
2021-08-13,US,Paradip,Panamax,33.32,USD,MT,6830.9966954419015,761.29,90056.79
2021-08-13,US,Paradip,Panamax,33.65,USD,MT,8257.962888346534,765.61,105223.4
2021-08-14,Australia,Paradip,Supramax,43.59,USD,MT,8427.797293800379,538.04,73064.12
2021-08-14,Indonesia,Paradip,Capesize,25.27,USD,MT,3840.7762377061104,437.78,101029.26
2021-08-14,Mozambique,Paradip,Supramax,42.25,USD,MT,5297.877957587294,474.58,125899.75
2021-08-14,Russia,Paradip,Capesize,21.98,USD,MT,8894.26021643776,741.6,83652.05
2021-08-14,US,Paradip,Capesize,23.43,USD,MT,8849.383097533071,537.37,72893.63
2021-08-15,Australia,Paradip,Capesize,22.24,USD,MT,9359.004487088756,524.0,133612.13
2021-08-15,Indonesia,Paradip,Capesize,19.03,USD,MT,8535.962015126788,696.46,77223.21
2021-08-15,Indonesia,Paradip,Supramax,42.73,USD,MT,5482.7310816717,442.98,85795.47
2021-08-15,Russia,Paradip,Supramax,42.96,USD,MT,8398.085875742092,749.4,59738.77
2021-08-15,US,Paradip,Supramax,38.84,USD,MT,3852.943694018581,635.66,130487.3
2021-08-16,Australia,Paradip,Panamax,35.42,USD,MT,6984.083818917094,783.96,74280.91
2021-08-16,Mozambique,Paradip,Capesize,22.87,USD,MT,7351.515403276019,559.74,100264.47
2021-08-16,Mozambique,Paradip,Panamax,30.65,USD,MT,5897.965919728264,491.26,146583.04
2021-08-16,Russia,Paradip,Panamax,30.57,USD,MT,4704.081836627314,612.54,126300.0
2021-08-16,Russia,Paradip,Panamax,33.75,USD,MT,7999.5441871130915,616.74,99032.71
2021-08-17,Indonesia,Paradip,Capesize,27.28,USD,MT,3650.0894194949296,762.53,135018.32
2021-08-17,Indonesia,Paradip,Panamax,32.39,USD,MT,8783.823161741497,621.38,116408.17
2021-08-17,Indonesia,Paradip,Panamax,36.89,USD,MT,3361.015410577765,617.59,67442.46
2021-08-17,Russia,Paradip,Capesize,21.05,USD,MT,3797.92012508997,555.3,131235.02
2021-08-17,Russia,Paradip,Panamax,30.11,USD,MT,9422.346481630988,646.09,122228.53
2021-08-18,Indonesia,Paradip,Panamax,35.77,USD,MT,3693.157512088606,714.68,149703.41
2021-08-18,Indonesia,Paradip,Supramax,44.25,USD,MT,4367.077179421742,604.57,61000.97
2021-08-18,Mozambique,Paradip,Panamax,30.26,USD,MT,4299.282623456339,734.84,139769.72
2021-08-18,Mozambique,Paradip,Supramax,46.6,USD,MT,9138.679679856376,780.56,83560.93
2021-08-18,US,Paradip,Capesize,24.81,USD,MT,4978.040556444525,696.37,108138.57
2021-08-19,Indonesia,Paradip,Capesize,20.79,USD,MT,7163.346349203754,557.46,136379.48
2021-08-19,Mozambique,Paradip,Supramax,39.64,USD,MT,6193.979815956676,551.87,57024.64
2021-08-19,Russia,Paradip,Capesize,20.97,USD,MT,3079.323458154794,763.26,89128.79
2021-08-19,Russia,Paradip,Supramax,45.12,USD,MT,5711.786545779796,785.94,107270.79
2021-08-19,US,Paradip,Panamax,34.02,USD,MT,8737.721834364373,569.83,131689.76
2021-08-20,Mozambique,Paradip,Capesize,24.88,USD,MT,9227.138706011325,623.16,87521.39
2021-08-20,Mozambique,Paradip,Panamax,31.04,USD,MT,6601.100241452237,670.95,136708.98
2021-08-20,Mozambique,Paradip,Supramax,42.76,USD,MT,9306.889570998868,510.65,73680.22
2021-08-20,Russia,Paradip,Panamax,36.46,USD,MT,8722.477625561172,522.7,143863.99
2021-08-20,US,Paradip,Panamax,30.81,USD,MT,6004.404352456117,547.1,50932.71
2021-08-21,Australia,Paradip,Capesize,22.39,USD,MT,5893.86904113291,779.07,97065.1
2021-08-21,Australia,Paradip,Panamax,35.41,USD,MT,8293.13028611134,510.94,69794.97
2021-08-21,Indonesia,Paradip,Supramax,38.66,USD,MT,4305.01468027921,473.06,138230.06
2021-08-21,Mozambique,Paradip,Capesize,26.6,USD,MT,8432.730688900818,665.35,53135.94
2021-08-21,Mozambique,Paradip,Panamax,35.02,USD,MT,7792.500246919165,429.73,136632.2
2021-08-22,Australia,Paradip,Capesize,19.43,USD,MT,4857.879513772507,652.63,139598.29
2021-08-22,Australia,Paradip,Supramax,39.06,USD,MT,4395.404712030369,737.88,147037.48
2021-08-22,Indonesia,Paradip,Supramax,48.64,USD,MT,3004.1368648554253,691.09,149772.12
2021-08-22,Mozambique,Paradip,Capesize,25.01,USD,MT,3748.907381345354,760.65,104495.67
2021-08-22,Russia,Paradip,Panamax,30.8,USD,MT,7395.370378622931,400.84,99388.17
2021-08-23,Australia,Paradip,Supramax,46.08,USD,MT,9256.085706798473,435.53,117430.88
2021-08-23,Indonesia,Paradip,Panamax,31.69,USD,MT,3459.0290978201683,777.3,131108.93
2021-08-23,Russia,Paradip,Capesize,20.63,USD,MT,3449.015831674604,552.7,51676.38
2021-08-23,US,Paradip,Panamax,34.31,USD,MT,9904.641301048408,522.71,91061.25
