date,origin,destination,vessel_type,freight_rate,currency,unit,route_distance,bunker_price,tonnage,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,return_1d,return_7d,return_14d,rate_change_pct,realized_volatility,ewma_volatility
2021-07-13,Australia,Paradip,Supramax,44.4,USD,MT,5856.304143599213,557.28,69401.77,50.68,47.9,55.94,49.19,59.18,42.067142857142855,10.519703282072973,38.44,8.491525186914162,38.50433333333333,8.338905775953478,-0.1239147592738753,-0.20629245620307468,-0.09737751575523479,-0.1239147592738753,0.10572770023461174,0.11347476410352393
2021-07-13,Indonesia,Paradip,Panamax,38.62,USD,MT,8308.404283693966,768.27,74724.26,38.44,40.59,40.05,52.07,47.39,40.35571428571428,9.889960999489741,38.32,8.477817208184083,38.146,8.091186605786298,0.004682622268470382,-0.035705368289637995,-0.2583061263683504,0.004682622268470382,0.10549409470129636,0.11005276642926595
2021-07-13,Russia,Paradip,Panamax,39.39,USD,MT,7297.0185479707325,535.89,109996.81,37.39,36.49,46.13,47.24,47.33,41.33428571428571,9.061015132869764,38.535000000000004,8.408092027235378,37.797999999999995,7.882127929033861,0.05349023803155917,-0.14610882289182747,-0.1661727349703641,0.05349023803155917,0.10535302309465751,0.10663866752971786
2021-07-14,Australia,Paradip,Supramax,51.07,USD,MT,6905.806722623189,724.68,112182.85,44.4,44.53,56.61,63.59,62.36,40.15428571428571,7.78879506544036,39.14071428571429,8.51004697111286,38.04633333333334,7.971344144575919,0.1502252252252252,-0.09786256845080377,-0.19688630287781106,0.1502252252252252,0.10729413911553617,0.10836634581696078
2021-07-14,Mozambique,Paradip,Capesize,29.57,USD,MT,7068.239135773735,469.14,141835.87,24.68,25.79,28.3,38.24,37.14,38.23714285714285,9.776650268685577,38.895714285714284,8.892810159194347,37.25266666666667,8.08024194471044,0.19813614262560786,0.044876325088339275,-0.22672594142259417,0.19813614262560786,0.1073044634569548,0.10543153705958887
2021-07-14,Russia,Paradip,Capesize,29.34,USD,MT,4665.961148494225,669.79,66571.33,24.77,29.04,37.51,34.9,39.72,38.00714285714286,10.115163063911677,38.37142857142857,9.518033779776399,37.218666666666664,8.132117141028084,0.18449737585789272,-0.21780858437749928,-0.1593123209169054,0.18449737585789272,0.1077740554536733,0.11274049287441522
2021-07-14,Russia,Paradip,Supramax,47.07,USD,MT,5272.950215289244,731.82,140540.92,43.75,47.83,49.76,54.29,57.26,37.730000000000004,9.893732022514687,38.824999999999996,9.618946647912248,37.766666666666666,7.994127298484073,0.07588571428571433,-0.054059485530546625,-0.13298950082888195,0.07588571428571433,0.1109854140819511,0.11616463550143905
2021-07-14,US,Paradip,Panamax,37.09,USD,MT,3004.18439304631,401.29,118988.56,38.16,37.4,42.97,40.2,43.43,35.94142857142857,8.138438483663803,39.00428571428571,9.578523022716027,37.83833333333333,7.987470396397959,-0.028039832285115085,-0.13683965557365596,-0.07736318407960197,-0.028039832285115085,0.10615033451695274,0.11247551091954604
2021-07-15,Indonesia,Paradip,Supramax,55.89,USD,MT,5388.133256966124,520.78,89022.51,51.8,46.83,57.56,48.69,60.5,37.85,10.141975481466414,39.10285714285714,9.711219069930074,38.23266666666667,8.378770353917009,0.07895752895752906,-0.029013203613620586,0.1478743068391868,0.07895752895752906,0.10769637129278636,0.11464110352247649
2021-07-15,Russia,Paradip,Capesize,28.32,USD,MT,7069.088404831188,661.52,103916.07,29.34,30.54,31.57,36.49,42.23,36.699999999999996,10.646666144854882,39.01714285714286,9.797523571386078,37.85766666666667,8.5201864490419,-0.03476482617586907,-0.10294583465315177,-0.2238969580707043,-0.03476482617586907,0.11290642040029819,0.1209223523636871
2021-07-15,Russia,Paradip,Capesize,27.63,USD,MT,3160.322233590401,544.19,119550.43,28.32,24.77,29.8,36.88,39.91,34.402857142857144,10.441147309700025,37.278571428571425,9.33922073601654,38.01533333333334,8.287649195966413,-0.024364406779661008,-0.0728187919463088,-0.25081344902386127,-0.024364406779661008,0.11188525502667424,0.11735444263013334
2021-07-15,Russia,Paradip,Supramax,54.82,USD,MT,4707.232343231808,511.1,149303.64,47.07,52.66,57.78,53.89,54.46,37.60142857142857,10.395607130853245,37.919285714285714,9.700609389490436,38.61633333333334,8.268058807046668,0.1646483960059486,-0.051228798892350325,0.01725737613657441,0.1646483960059486,0.11212745340555258,0.1150221992399822
2021-07-15,Russia,Paradip,Supramax,44.5,USD,MT,7350.517701709832,773.55,141454.94,54.82,43.75,55.69,56.75,53.89,41.894285714285715,10.418294577557381,39.950714285714284,10.069103133451646,39.178333333333335,8.77912063907329,-0.1882524626048887,-0.20093374034835698,-0.21585903083700442,-0.1882524626048887,0.11564109342687362,0.11808579475447398
2021-07-16,Mozambique,Paradip,Panamax,39.58,USD,MT,8031.437607850965,483.78,103028.13,36.82,35.92,38.46,49.26,51.92,40.90428571428572,10.541103448157665,39.31714285714286,9.95864945166244,38.92133333333333,8.729766254062879,0.07495926127104835,0.029121164846593883,-0.19650832318311007,0.07495926127104835,0.11466115252336215,0.11428662322353986
2021-07-16,Russia,Paradip,Panamax,37.96,USD,MT,4863.22947705731,662.71,89068.33,39.39,37.96,38.3,45.31,45.82,41.08,10.4978966147192,38.510714285714286,9.40972202997072,39.00366666666667,8.721884280492327,-0.0363036303630363,-0.008877284595300128,-0.1622158463915251,-0.0363036303630363,0.11311301803322597,0.11090429616248922
2021-07-16,Russia,Paradip,Panamax,38.93,USD,MT,9060.671332582686,444.15,139965.68,37.96,37.39,46.47,42.37,45.66,39.10285714285715,9.386935450020761,38.47642857142858,9.410873912777461,38.708,8.596875695515102,0.02555321390937837,-0.1622552184204863,-0.08118952088742026,0.02555321390937837,0.11314752705136424,0.10817907719872809
2021-07-16,US,Paradip,Capesize,26.19,USD,MT,8433.168607884925,547.56,71132.54,27.33,28.11,31.03,35.84,38.84,38.815714285714286,9.758730889384536,37.75785714285714,9.87293439239221,38.086666666666666,8.726539912850633,-0.04171240395170128,-0.15597808572349336,-0.2692522321428572,-0.04171240395170128,0.11708918168243229,0.11246459643482848
2021-07-16,US,Paradip,Panamax,36.83,USD,MT,6547.080142074952,455.28,145114.84,37.09,38.1,42.43,46.94,44.39,40.06857142857143,8.691255046638187,37.23571428571428,9.686167547499842,37.98566666666667,8.71972661835513,-0.007009975734699525,-0.1319820881451803,-0.2153813378781423,-0.007009975734699525,0.11662860306143386,0.10909911618416486
2021-07-17,Indonesia,Paradip,Panamax,34.74,USD,MT,7039.760139981065,572.66,146836.62,38.62,36.92,41.97,42.22,48.99,38.861428571428576,8.125120365408767,38.23142857142857,8.98748690564378,38.127,8.69359183338611,-0.10046607975142408,-0.17226590421729804,-0.17716721932733293,-0.10046607975142408,0.10808937366877337,0.1055216340845187
2021-07-17,Mozambique,Paradip,Panamax,38.52,USD,MT,6926.526338243368,506.71,97081.2,39.58,35.65,43.72,41.1,50.6,36.68428571428571,4.257663119375971,39.28928571428571,8.10989752784125,38.249,8.687230958374384,-0.02678120262758954,-0.11893870082342173,-0.06277372262773717,-0.02678120262758954,0.10660594715994044,0.1036133728321202
2021-07-17,Russia,Paradip,Panamax,40.49,USD,MT,5685.251457568147,653.06,80718.39,38.93,39.39,41.35,41.31,49.21,36.98571428571428,4.342713656777411,38.945,8.007627853874798,38.60966666666666,8.473759692918703,0.04007192396609294,-0.0207980652962515,-0.019849915274751884,0.04007192396609294,0.10557721111814458,0.10031055379556227
2021-07-17,Russia,Paradip,Panamax,40.13,USD,MT,8705.82282017199,784.95,71267.72,40.49,37.96,36.49,48.49,46.84,37.142857142857146,4.462464619040651,39.11142857142857,8.0142679085421,38.889,8.389818686134237,-0.008891084218325518,0.09975335708413269,-0.1724066817900598,-0.008891084218325518,0.10300716764285707,0.09732717312751173
2021-07-17,US,Paradip,Supramax,46.75,USD,MT,9679.691587159028,466.35,66709.12,48.95,49.54,52.28,54.75,63.79,38.712857142857146,6.3372988838192335,38.90785714285715,7.6970915371889514,39.273999999999994,8.581942791056452,-0.04494382022471921,-0.10577658760520281,-0.1461187214611872,-0.04494382022471921,0.10289835307067259,0.09413549227707002
2021-07-18,Australia,Paradip,Capesize,34.28,USD,MT,9043.396744915866,582.66,93948.09,28.66,34.38,30.52,32.83,31.12,38.902857142857144,5.947071308035285,38.85928571428571,7.7639675268666215,39.041000000000004,8.776413276504263,0.1960921144452199,0.1231979030144168,0.04416692049954318,0.1960921144452199,0.10369459798741813,0.09297215103463967
2021-07-18,Indonesia,Paradip,Capesize,26.41,USD,MT,5519.068297876983,575.46,131125.44,30.69,31.28,31.1,39.99,40.02,37.98857142857143,6.714649230281023,39.028571428571425,7.5390724354399765,38.38333333333333,8.632375440579887,-0.1394591072010427,-0.1508038585209004,-0.3395848962240561,-0.1394591072010427,0.1038309124135179,0.09023552877530275
2021-07-18,Indonesia,Paradip,Supramax,46.22,USD,MT,8722.136257011425,553.77,103806.71,55.89,45.97,43.39,54.44,59.79,40.455714285714286,9.556620492522176,39.65857142857143,8.561881404621941,39.22833333333333,9.067874359644556,-0.17301842905707643,0.06522240147499425,-0.15099191770756792,-0.17301842905707643,0.10426993972979968,0.08859867024452456
2021-07-18,Mozambique,Paradip,Panamax,36.37,USD,MT,4176.0601036471935,534.08,127119.18,38.52,36.82,42.47,44.58,46.69,40.30428571428571,9.581175740556485,38.494285714285716,7.366374449311553,38.757,8.705906496800596,-0.055815160955348,-0.14363079821050162,-0.18416330192911623,-0.055815160955348,0.10333675407919896,0.08655060250673718
2021-07-18,US,Paradip,Supramax,47.06,USD,MT,9042.368482850385,660.27,128855.72,46.75,48.45,48.68,50.96,57.68,41.42142857142857,9.846455248076873,39.20357142857143,7.664782205890391,39.04533333333334,8.825811961604979,0.006631016042780713,-0.03327855382087097,-0.07653061224489788,0.006631016042780713,0.10386724923000702,0.08521021900876849
2021-07-19,Australia,Paradip,Panamax,35.89,USD,MT,6885.55979606288,760.73,142379.51,39.13,39.97,38.76,43.05,52.33,41.22714285714285,9.881252812414871,39.185,7.664610733253541,39.47033333333333,8.495701746231433,-0.08280092001022243,-0.07404540763673884,-0.16631823461091744,-0.08280092001022243,0.09775601932308027,0.09140419301692494
2021-07-19,Australia,Paradip,Supramax,51.53,USD,MT,4538.079146975892,407.98,85136.1,51.07,50.68,54.03,57.11,61.02,41.53000000000001,10.185219683443243,40.121428571428574,8.27961988828614,39.64966666666667,8.686165569389685,0.00900724495790084,-0.046270590412733625,-0.09770618105410611,0.00900724495790084,0.09808867241179325,0.09562030324250288
2021-07-19,Indonesia,Paradip,Supramax,50.87,USD,MT,8813.607209923426,599.89,129623.3,46.22,51.8,51.62,53.96,61.22,44.03857142857142,8.51215685274386,41.47071428571428,7.540971641420052,39.501,8.527587422089532,0.10060579835569006,-0.014529252227818645,-0.05726464047442559,0.10060579835569006,0.10092843450269863,0.10359909777782493
2021-07-19,Mozambique,Paradip,Supramax,44.6,USD,MT,5535.4397283202525,521.58,144682.45,49.64,49.19,51.93,56.23,54.2,46.74571428571428,6.280023506173805,42.367142857142866,7.723877492327402,39.87433333333333,8.722473819979635,-0.10153102336825137,-0.14115155016368186,-0.20682909478925837,-0.10153102336825137,0.10073289302167351,0.10029394572461517
2021-07-19,Russia,Paradip,Capesize,32.44,USD,MT,5721.255420123831,651.16,133072.51,27.63,29.34,27.31,33.89,36.36,42.708571428571425,8.209091359729209,41.58214285714286,8.638344017381776,39.549,8.996055591585504,0.17408613825551922,0.18784328084950563,-0.042785482443198686,0.17408613825551922,0.10080117927655687,0.09720588046096847
2021-07-20,Indonesia,Paradip,Supramax,44.85,USD,MT,9117.557556183076,627.79,146694.87,50.87,55.89,48.49,56.52,57.06,44.472857142857144,8.48145961157967,42.38857142857143,8.958124681103524,39.76466666666667,9.19178596331543,-0.11834086888146245,-0.07506702412868638,-0.2064755838641189,-0.11834086888146245,0.09949501682014687,0.09738312395356248
2021-07-20,Mozambique,Paradip,Supramax,45.91,USD,MT,6665.440680553131,556.19,56249.46,44.6,50.42,44.33,54.23,60.07,44.16571428571429,8.423987292533262,42.79357142857143,8.91781415710474,40.428666666666665,8.774542618331724,0.02937219730941698,0.0356417775772615,-0.1534206158952609,0.02937219730941698,0.1012301712915176,0.09791864423713097
2021-07-20,Russia,Paradip,Supramax,45.4,USD,MT,7298.548905987439,558.97,142195.66,44.5,47.07,46.51,50.63,57.81,44.932857142857145,8.128295668600556,43.08,8.902519954398302,41.08633333333333,8.28624014539324,0.020224719101123556,-0.023865835304235583,-0.10329843966028052,0.020224719101123556,0.1011855287817816,0.10559898690898055
2021-07-20,US,Paradip,Supramax,53.07,USD,MT,6442.778949917938,707.86,61102.84,47.06,48.95,46.32,49.96,55.08,44.36000000000001,7.756483309679288,42.945,8.820612005628893,41.196666666666665,8.34476062479072,0.12770930726731833,0.14572538860103634,0.06224979983987189,0.12770930726731833,0.0957487316986046,0.1022581211617041
2021-07-20,US,Paradip,Supramax,47.28,USD,MT,6362.863698337946,707.65,87102.63,53.07,46.75,50.24,52.53,60.57,45.33857142857143,8.432867105501412,44.688571428571436,8.168115173925022,41.69366666666667,8.597835125807821,-0.1091011871113623,-0.05891719745222934,-0.09994288977727017,-0.1091011871113623,0.09810891765426982,0.10489197897192355
2021-07-21,Mozambique,Paradip,Capesize,28.66,USD,MT,8505.305347238645,557.72,121086.19,29.57,23.59,26.67,34.17,38.73,42.471428571428575,9.994010587299146,44.60857142857143,8.319841767303373,40.952666666666666,8.6545447233125,-0.030774433547514413,0.0746156730408698,-0.16125256072578287,-0.030774433547514413,0.10173025349153295,0.11322607733270289
2021-07-21,Mozambique,Paradip,Panamax,35.79,USD,MT,7663.862800954114,633.48,72388.32,36.37,39.58,40.12,42.83,54.03,43.720000000000006,8.219168652201589,43.214285714285715,7.909312635976962,41.187000000000005,8.421304326036688,-0.01594720923838322,-0.10792622133599195,-0.16437076815316365,-0.01594720923838322,0.09741756260216716,0.11073727105157496
2021-07-21,Mozambique,Paradip,Panamax,38.41,USD,MT,3699.229910378858,633.1,141833.51,35.79,38.52,35.92,41.85,47.18,41.56571428571429,8.006290978854997,43.019285714285715,8.06605085364733,41.43600000000001,8.133244930742487,0.07320480581167921,0.06932071269487738,-0.08219832735961774,0.07320480581167921,0.09718960561010415,0.10724165778991754
2021-07-21,Mozambique,Paradip,Panamax,38.27,USD,MT,8481.599969298593,533.59,74032.56,38.41,36.37,35.65,41.76,45.12,40.68142857142857,7.956989440258201,42.423571428571435,8.077291632093548,41.14733333333333,8.079892852367983,-0.003644884144753835,0.07349228611500713,-0.08357279693486575,-0.003644884144753835,0.0971273317247097,0.10514484021135033
2021-07-21,US,Paradip,Supramax,44.86,USD,MT,4003.008942320173,400.62,69130.67,47.28,47.06,49.54,51.34,55.37,41.07857142857143,8.243559968386265,43.00571428571429,8.115261704188656,40.895999999999994,7.750479673698521,-0.051184433164128684,-0.09446911586596685,-0.12621737436696545,-0.051184433164128684,0.09483735896250532,0.1058722047896241
2021-07-22,Australia,Paradip,Capesize,30.56,USD,MT,3581.7092539730697,636.48,71263.23,34.28,26.38,32.25,26.36,39.68,39.25285714285714,8.112214482465511,41.80642857142857,8.072348440240768,40.81133333333334,7.810185097958176,-0.10851808634772464,-0.052403100775193834,0.1593323216995448,-0.10851808634772464,0.10125760766096999,0.11339826635451167
2021-07-22,Australia,Paradip,Supramax,47.79,USD,MT,5814.225546703232,581.58,60613.64,51.53,44.4,48.78,55.13,68.62,39.03285714285715,7.6846615936892855,42.185714285714276,8.413225590411988,41.216,8.044976414958684,-0.07257908014748693,-0.02029520295202958,-0.13313985126065664,-0.07257908014748693,0.1008535337870881,0.10968553988710256
2021-07-22,Australia,Paradip,Supramax,46.3,USD,MT,3009.40157173392,511.12,56375.77,47.79,51.07,47.9,53.04,61.04,41.635714285714286,7.000499642032339,42.05357142857143,8.300917101457706,41.54366666666667,8.107728744987645,-0.031178070726093354,-0.03340292275574119,-0.12707390648567118,-0.031178070726093354,0.10156694489761771,0.1082415671913906
2021-07-22,Mozambique,Paradip,Capesize,28.25,USD,MT,3593.7898338012665,402.89,125118.55,28.66,24.68,32.48,39.26,37.21,40.534285714285716,8.428042194845418,42.12714285714286,8.166726515441805,41.587999999999994,8.030597263827465,-0.014305652477320296,-0.13023399014778314,-0.2804381049414162,-0.014305652477320296,0.09770630888772495,0.10513559243251692
2021-07-22,Mozambique,Paradip,Supramax,49.61,USD,MT,6239.618411528876,680.27,64075.86,45.91,49.64,46.47,53.12,57.82,41.980000000000004,8.346164787893082,41.77285714285714,7.860102199933841,41.882,8.02169231435655,0.08059246351557392,0.06757047557564011,-0.06607680722891562,0.08059246351557392,0.09756631741250371,0.10186446749754716
2021-07-23,Australia,Paradip,Capesize,26.23,USD,MT,6554.757696911152,748.12,135032.35,30.56,28.66,33.13,30.4,39.09,40.85857142857143,9.370335156886359,40.77,8.351927460633885,41.61333333333333,8.265967758738586,-0.1416884816753926,-0.208270449743435,-0.13717105263157892,-0.1416884816753926,0.09988166554739322,0.10265839947978103
2021-07-23,Russia,Paradip,Capesize,29.01,USD,MT,4264.827091695603,673.3,133537.73,32.44,28.32,29.04,36.32,33.79,38.73857142857143,9.354106813892685,39.90857142857143,8.557040157889537,41.37533333333333,8.427738983132794,-0.10573366214549929,-0.0010330578512396382,-0.20126651982378851,-0.10573366214549929,0.10384523641554194,0.1084561165801656
2021-07-23,Russia,Paradip,Panamax,36.18,USD,MT,8635.775431453181,401.02,143838.62,40.13,38.93,37.96,42.13,47.84,39.574285714285715,9.148444051937354,39.41357142857142,8.30835502291585,41.415333333333336,8.418575411197734,-0.09843010216795423,-0.04689146469968386,-0.14122952765250418,-0.09843010216795423,0.10383554723352625,0.10501367382180098
2021-07-23,Russia,Paradip,Supramax,47.85,USD,MT,5273.394726765504,403.35,134100.12,45.4,54.82,47.83,59.86,54.16,38.69857142857143,8.039443240613549,38.86571428571428,7.557528812928174,41.57899999999999,8.447643356336853,0.05396475770925124,0.00041814760610492385,-0.20063481456732368,0.05396475770925124,0.10368008473931238,0.10160526457693757
2021-07-23,Russia,Paradip,Supramax,46.44,USD,MT,9572.352476240998,523.09,62716.92,47.85,44.5,52.66,54.75,61.14,38.707142857142856,8.050775768594585,40.17142857142857,7.405558055264175,41.54233333333334,8.416877823685613,-0.029467084639498542,-0.11811621724268895,-0.15178082191780828,-0.029467084639498542,0.1040447556028388,0.09888082912253744
2021-07-24,Australia,Paradip,Panamax,40.79,USD,MT,9329.324992255357,632.65,73145.86,35.89,45.69,39.28,48.92,49.48,39.74,6.933176280272464,40.137142857142855,7.425595473217358,41.78333333333333,8.134055837515264,0.1365282808581778,0.0384419551934827,-0.16618969746524948,0.1365282808581778,0.10421671818800023,0.09858709667738196
2021-07-24,Australia,Paradip,Supramax,43.58,USD,MT,8703.517668035958,793.4,109058.85,46.3,51.53,44.53,59.14,57.11,39.79571428571428,6.992335940496659,40.887857142857136,7.483346822801131,42.303666666666665,7.895740660299872,-0.058747300215982734,-0.021333932180552462,-0.2631044978018262,-0.058747300215982734,0.10404695448846817,0.09582494042271032
2021-07-24,Russia,Paradip,Supramax,48.11,USD,MT,8996.922881354216,705.53,50976.46,46.44,45.4,43.75,47.29,61.82,42.06428571428571,6.002496306101455,41.46142857142858,7.58585207134636,41.98866666666667,7.514314951837083,0.03596037898363491,0.09965714285714289,0.0173398181433706,0.03596037898363491,0.10306989050111783,0.09306671463174247
2021-07-24,US,Paradip,Capesize,29.9,USD,MT,9389.613614234891,524.27,62865.06,26.19,32.11,33.36,30.62,40.13,41.17142857142857,7.852446388592148,39.955,8.392657734362327,41.577666666666666,8.030076086440468,0.1416571210385642,-0.1037170263788969,-0.02351404310907912,0.1416571210385642,0.10321900804802277,0.09067988460378879
2021-07-24,US,Paradip,Panamax,37.3,USD,MT,8751.293920665188,740.2,125005.58,36.83,38.16,43.94,43.14,50.22,40.699999999999996,8.02260556178599,40.137142857142855,8.287027330594485,41.24699999999999,8.013971915477935,0.01276133586749939,-0.15111515703231682,-0.1353732035234122,0.01276133586749939,0.10294000384233107,0.08772030671506754
2021-07-25,Australia,Paradip,Panamax,37.6,USD,MT,8459.933950334947,607.16,139013.27,40.79,39.13,35.68,47.73,52.03,40.041428571428575,7.757311451294217,39.37,7.62164226195566,41.30233333333333,8.004576140896056,-0.07820544251041917,0.05381165919282527,-0.21223549130525865,-0.07820544251041917,0.10248541628802402,0.09154518760717492
2021-07-25,Indonesia,Paradip,Supramax,40.44,USD,MT,9196.651241974276,751.86,119834.33,44.85,46.22,46.83,51.25,60.67,39.61285714285714,7.324822442184055,39.160000000000004,7.409345450172895,41.095000000000006,7.82130809678456,-0.0983277591973245,-0.13645099295323515,-0.21092682926829276,-0.0983277591973245,0.10117218432536303,0.09398607535311229
2021-07-25,Russia,Paradip,Panamax,30.86,USD,MT,7188.341521711895,525.7,77351.05,36.18,40.49,37.39,41.27,50.07,39.65428571428571,7.301038412771247,39.69714285714286,6.840323236369745,40.76033333333333,7.809244072796414,-0.1470425649530127,-0.174645627173041,-0.25224133753331723,-0.1470425649530127,0.09770641725812507,0.09415048806021159
2021-07-25,Russia,Paradip,Supramax,44.82,USD,MT,5354.341782702679,532.62,116064.56,48.11,47.85,47.07,49.76,62.39,39.91285714285714,7.601497033009784,39.854285714285716,7.017018558515245,40.70933333333333,7.754054749450216,-0.06838495115360632,-0.04780114722753348,-0.09927652733118963,-0.06838495115360632,0.09788550017870132,0.09168337044422344
2021-07-25,US,Paradip,Supramax,41.77,USD,MT,4523.032044520189,526.7,75951.48,44.86,53.07,48.45,48.93,54.16,39.68714285714286,7.396063624851839,40.87571428571429,6.587681644596038,41.28366666666667,7.38100753954707,-0.06888096299598745,-0.13787409700722397,-0.1463314939709789,-0.06888096299598745,0.09824908934073222,0.08945980103317872
2021-07-26,Australia,Paradip,Capesize,29.2,USD,MT,4863.418257163812,784.64,139127.1,26.23,34.28,27.55,32.91,35.8,39.69285714285714,7.383903020051333,40.432142857142864,7.362844536612713,40.462333333333326,7.6437405914830245,0.11322912695386966,0.05989110707803991,-0.1127316924946824,0.11322912695386966,0.09967052538675684,0.092844054084642
2021-07-26,Indonesia,Paradip,Capesize,21.04,USD,MT,6247.906897075862,485.39,75457.25,26.41,29.34,31.81,36.84,40.82,38.20428571428572,8.942963448325974,39.45214285714286,8.264068823314659,39.856,8.01656672578516,-0.20333207118515717,-0.3385727758566488,-0.4288816503800218,-0.20333207118515717,0.10113104262772683,0.09497835231224555
2021-07-26,Indonesia,Paradip,Supramax,44.45,USD,MT,9277.45990990004,625.81,105475.9,40.44,50.87,45.97,48.51,64.01,38.15428571428571,8.927061586626795,39.097857142857144,8.094035960623469,39.72066666666667,7.969596941018984,0.09915924826904066,-0.03306504241896879,-0.0836940836940836,0.09915924826904066,0.09687834490490704,0.09373989619553161
2021-07-26,Mozambique,Paradip,Capesize,25.12,USD,MT,3011.4522289342804,768.5,77952.01,28.25,29.57,31.48,32.46,36.44,35.78285714285714,9.055855774553974,37.69785714285714,8.158574704492732,39.09366666666667,8.110946831643485,-0.11079646017699107,-0.2020330368487928,-0.226124460874923,-0.11079646017699107,0.09685954941602473,0.09073456340898063
2021-07-26,US,Paradip,Panamax,36.71,USD,MT,4531.739625760107,787.37,60126.36,37.3,37.09,36.01,42.49,50.89,35.94285714285714,9.073918143568921,37.79857142857143,8.143229237690655,38.568,7.67311895403421,-0.015817694369973045,0.019439044709802955,-0.13603200753118383,-0.015817694369973045,0.09357681091025613,0.08833488437030404
2021-07-27,Australia,Paradip,Capesize,26.5,USD,MT,7781.634673237105,535.94,57694.13,29.2,30.56,34.38,32.71,37.43,33.24142857142857,7.531696198005203,36.57714285714286,8.051913703319947,38.55566666666667,7.6883627616042824,-0.09246575342465746,-0.22920302501454337,-0.18985019871598896,-0.09246575342465746,0.08817591428598086,0.09215015623314643
2021-07-27,Indonesia,Paradip,Capesize,17.93,USD,MT,7616.845215322727,406.66,67693.69,21.04,30.69,36.93,36.97,35.48,29.838571428571424,6.747669791790757,34.76285714285714,8.507359193049117,38.04466666666667,8.321978682705382,-0.14781368821292773,-0.5144868670457623,-0.5150121720313767,-0.14781368821292773,0.09451024139128321,0.10066840210109869
2021-07-27,Indonesia,Paradip,Capesize,22.83,USD,MT,5902.463451452233,633.58,67701.24,17.93,26.41,29.98,36.95,38.3,28.65285714285714,8.084317564036446,34.17285714285715,9.388433496408243,37.449333333333335,9.092035519346481,0.27328499721137756,-0.2384923282188126,-0.38213802435723965,0.27328499721137756,0.09741935445990468,0.10185709467268245
2021-07-27,Russia,Paradip,Capesize,25.44,USD,MT,5847.438601751365,730.06,147001.47,29.01,27.63,30.54,33.84,36.56,29.024285714285718,8.023596153726396,33.614285714285714,9.450606585566955,37.136,9.218875539180317,-0.12306101344364018,-0.16699410609037324,-0.24822695035460995,-0.12306101344364018,0.09682211006549882,0.10005271806226064
2021-07-27,US,Paradip,Supramax,44.08,USD,MT,8635.280281490035,612.03,62274.42,41.77,47.28,48.95,55.44,52.09,29.214285714285715,8.348159192586095,33.684285714285714,9.511279711912506,36.952333333333335,9.063385103824649,0.05530284893464188,-0.09948927477017377,-0.20490620490620493,0.05530284893464188,0.09594414935444912,0.09703369985615999
2021-07-28,Australia,Paradip,Supramax,45.04,USD,MT,8058.272911093398,583.98,114357.11,43.58,47.79,50.68,56.75,54.76,31.404285714285717,9.916499478382484,33.59357142857143,9.402023192371246,37.26233333333333,9.127648669284202,0.03350160624139509,-0.11128650355169689,-0.2063436123348018,0.03350160624139509,0.08627738214585777,0.09394256526376515
2021-07-28,Australia,Paradip,Supramax,46.88,USD,MT,5894.134707288422,544.37,142066.44,45.04,46.3,44.4,55.94,55.61,32.51,11.050164403000151,34.22642857142857,9.875761008373091,37.046,8.850534602984235,0.04085257548845478,0.05585585585585595,-0.1619592420450482,0.04085257548845478,0.08683017605961706,0.09286381792657854
2021-07-28,Australia,Paradip,Supramax,50.59,USD,MT,8163.055904188396,431.01,65636.07,46.88,43.58,51.07,56.61,57.05,35.035714285714285,12.134818852023598,34.13857142857143,9.747385335520375,37.01566666666667,8.81392576955723,0.0791382252559727,-0.009398864303896581,-0.10634163575340039,0.0791382252559727,0.08760294660384153,0.09197023741157577
2021-07-28,Indonesia,Paradip,Capesize,24.0,USD,MT,9733.29867583018,767.69,140275.73,22.83,21.04,31.28,37.69,39.7,35.291428571428575,11.805116727605014,32.565000000000005,9.661257881153483,36.821333333333335,9.065197463788197,0.05124835742444156,-0.23273657289002558,-0.3632263199787742,0.05124835742444156,0.10375460731467416,0.1173772154479478
2021-07-28,Indonesia,Paradip,Panamax,35.73,USD,MT,5637.912139824405,447.0,108892.03,34.74,38.44,40.58,40.84,43.89,37.69285714285714,9.080028844090911,33.17285714285715,9.498357290015353,36.449,8.907039970410118,0.02849740932642475,-0.1195170034499754,-0.1251224289911853,0.02849740932642475,0.10428464223014045,0.11559226572266956
2021-07-29,Indonesia,Paradip,Capesize,24.97,USD,MT,6204.685771771248,452.64,131051.26,24.0,17.93,29.34,35.24,37.43,36.97714285714286,10.026615770514137,33.00071428571429,9.65096445103604,36.230333333333334,9.134225703112609,0.040416666666666545,-0.148943421949557,-0.2914301929625427,0.040416666666666545,0.10397242535077675,0.11317238836687545
2021-07-29,Indonesia,Paradip,Supramax,42.22,USD,MT,8564.782960796238,798.31,112213.95,44.45,44.85,51.8,50.07,57.56,37.36,10.287890940323924,33.287142857142854,9.943800100542903,36.63066666666667,9.225109263284685,-0.05016872890888646,-0.18494208494208497,-0.1567805072897943,-0.05016872890888646,0.0999705866605176,0.1130853655496204
